timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1649937472530,378,delete items/view-405,200,OK,Full Transaction Thread Group 2-4,text,true,,679,449,6,7,https://api.demoblaze.com/view,377,0,0
1649937472908,441,delete items/view-406,200,OK,Full Transaction Thread Group 2-4,text,true,,828,450,7,8,https://api.demoblaze.com/view,441,0,0
1649937473350,343,delete items/view-404,200,OK,Full Transaction Thread Group 2-4,text,true,,992,450,7,8,https://api.demoblaze.com/view,342,0,0
1649937473693,547,place order/deletecart-411,200,OK,Full Transaction Thread Group 2-4,text,true,,340,466,7,8,https://api.demoblaze.com/deletecart,547,0,0
1649937473843,506,contact/node_modules/videojs-contrib-hls/dist/videojs-contrib-hls.min.js-577,200,OK,Send Message Thread Group 3-1,text,true,,72690,456,1,7,https://www.demoblaze.com/node_modules/videojs-contrib-hls/dist/videojs-contrib-hls.min.js,440,0,0
1649937474349,331,contact/node_modules/tether/dist/js/tether.min.js-578,200,OK,Send Message Thread Group 3-1,text,true,,9194,433,1,7,https://www.demoblaze.com/node_modules/tether/dist/js/tether.min.js,330,0,0
1649937474681,168,contact/node_modules/bootstrap/dist/js/bootstrap.min.js-579,200,OK,Send Message Thread Group 3-1,text,true,,15554,439,1,7,https://www.demoblaze.com/node_modules/bootstrap/dist/js/bootstrap.min.js,165,0,0
1649937474849,349,contact/js/index.js-580,200,OK,Send Message Thread Group 3-1,text,true,,2855,403,1,8,https://www.demoblaze.com/js/index.js,349,0,0
1649937475199,331,contact/bm.png-582,200,OK,Send Message Thread Group 3-1,bin,true,,4287,419,1,8,https://www.demoblaze.com/bm.png,331,0,0
1649937475531,345,contact/iphone1.jpg-584,200,OK,Send Message Thread Group 3-1,bin,true,,34923,424,1,8,https://www.demoblaze.com/iphone1.jpg,338,0,0
1649937475876,387,contact/nexus1.jpg-583,200,OK,Send Message Thread Group 3-1,bin,true,,34164,423,1,8,https://www.demoblaze.com/nexus1.jpg,382,0,0
1649937476263,341,contact/Samsung1.jpg-581,200,OK,Send Message Thread Group 3-1,bin,true,,27703,425,1,8,https://www.demoblaze.com/Samsung1.jpg,337,0,0
1649937463083,13566,Transaction Controller,200,"Number of samples in transaction : 27, number of failing samples : 0",Full Transaction Thread Group 2-5,,true,,55868,12993,7,8,null,0,13,2231
1649937463084,2120,/login-151,200,OK,Full Transaction Thread Group 2-5,text,true,,478,485,6,7,https://api.demoblaze.com/login,2120,0,1509
1649937465206,530,/view-202,200,OK,Full Transaction Thread Group 2-5,text,true,,698,452,6,7,https://api.demoblaze.com/view,530,0,0
1649937465736,512,/addtocart-205,200,OK,Full Transaction Thread Group 2-5,text,true,,331,544,6,7,https://api.demoblaze.com/addtocart,512,0,0
